Flight_ID,Date,Day_of_Week,Airline,Origin_Airport,Destination_Airport,Aircraft_Type,Flight_Status,Time_of_Day,Flight_Delay_Mins,Aircraft_Age_Years
5729,31/8/2013,Tuesday,American Airlines,EWR,SFO,Embraer E175,On-time,Evening,0,12
5730,25/9/2012,Wednesday,Southwest Airlines,LAX,SFO,Airbus A320,On-time,Afternoon,0,29
5731,1/8/2015,Sunday,Delta Airlines,ORD,ORD,Boeing 737,On-time,Morning,0,11
5732,16/10/2013,Thursday,JetBlue Airways,JFK,ATL,Airbus A380,Delayed,Night,141,28
5733,25/4/2011,Sunday,Delta Airlines,DEN,JFK,Boeing 777,On-time,Morning,0,24
5734,20/7/2013,Thursday,Delta Airlines,LGA,EWR,Airbus A380,Delayed,Evening,175,8
5735,4/11/2012,Monday,United Airlines,ATL,EWR,Airbus A320,On-time,Morning,0,15
5736,3/10/2015,Sunday,American Airlines,ORD,LAX,Boeing 777,On-time,Evening,0,23
5737,11/6/2014,Monday,United Airlines,DEN,ATL,Airbus A320,On-time,Night,0,12
5738,13/4/2015,Saturday,American Airlines,EWR,DEN,Boeing 777,Delayed,Morning,32,23
5739,31/10/2013,Monday,Southwest Airlines,SFO,SFO,Airbus A380,On-time,Morning,0,28
5740,25/7/2011,Sunday,United Airlines,ATL,DFW,Airbus A380,Delayed,Afternoon,96,27
5741,30/8/2015,Friday,JetBlue Airways,DEN,MIA,Embraer E175,Delayed,Evening,23,7
5742,4/9/2011,Sunday,American Airlines,LAX,ORD,Airbus A320,On-time,Afternoon,0,16
5743,2/5/2015,Thursday,United Airlines,SFO,EWR,Airbus A380,On-time,Evening,0,4
5744,27/1/2013,Monday,JetBlue Airways,DEN,SFO,Boeing 777,On-time,Afternoon,0,1
5745,24/2/2014,Tuesday,Delta Airlines,ATL,MIA,Boeing 737,Delayed,Night,94,25
5746,27/5/2011,Friday,Southwest Airlines,EWR,JFK,Boeing 737,On-time,Morning,0,1
5747,28/4/2011,Saturday,Southwest Airlines,JFK,SFO,Boeing 737,On-time,Afternoon,0,28
5748,6/11/2014,Wednesday,Delta Airlines,ATL,EWR,Embraer E175,Delayed,Morning,158,28
5749,16/2/2012,Thursday,United Airlines,ATL,SFO,Airbus A380,On-time,Evening,0,21
5750,15/8/2015,Thursday,Delta Airlines,LAX,MIA,Airbus A320,On-time,Evening,0,15
5751,27/5/2015,Tuesday,JetBlue Airways,MIA,JFK,Airbus A320,On-time,Night,0,26
5752,29/12/2011,Wednesday,American Airlines,MIA,DEN,Embraer E175,Delayed,Night,58,29
5753,13/3/2015,Wednesday,United Airlines,DEN,ORD,Boeing 777,On-time,Morning,0,14
5754,17/5/2011,Saturday,American Airlines,EWR,SFO,Airbus A380,On-time,Afternoon,0,25
5755,13/4/2014,Saturday,Delta Airlines,MIA,LAX,Airbus A380,On-time,Night,0,15
5756,5/8/2014,Friday,Southwest Airlines,SFO,ATL,Boeing 777,Delayed,Morning,90,2
5757,15/8/2013,Thursday,American Airlines,EWR,ORD,Boeing 777,On-time,Afternoon,0,16
5758,13/2/2015,Monday,American Airlines,LAX,SFO,Airbus A380,On-time,Night,0,5
5759,19/1/2011,Saturday,Southwest Airlines,ORD,ORD,Airbus A380,Delayed,Morning,21,27
5760,14/7/2011,Tuesday,American Airlines,SFO,SFO,Boeing 737,On-time,Morning,0,11
5761,26/11/2011,Tuesday,American Airlines,MIA,LGA,Airbus A320,Delayed,Night,53,11
5762,24/6/2011,Tuesday,Southwest Airlines,LGA,LAX,Boeing 737,On-time,Night,0,1
5763,28/9/2013,Sunday,Southwest Airlines,LGA,EWR,Boeing 737,On-time,Night,0,2
5764,24/3/2012,Saturday,Delta Airlines,LGA,LAX,Airbus A320,On-time,Evening,0,1
5765,3/8/2013,Saturday,Delta Airlines,ATL,JFK,Embraer E175,Delayed,Afternoon,177,3
5766,9/10/2014,Tuesday,American Airlines,ORD,LGA,Embraer E175,On-time,Night,0,20
5767,3/3/2015,Saturday,United Airlines,EWR,LAX,Embraer E175,On-time,Afternoon,0,1
5768,21/5/2011,Sunday,Delta Airlines,EWR,MIA,Embraer E175,Delayed,Morning,93,26
5769,27/1/2013,Monday,Delta Airlines,LGA,LAX,Boeing 777,Delayed,Afternoon,144,17
5770,18/7/2013,Monday,United Airlines,ORD,ATL,Boeing 737,On-time,Night,0,2
5771,3/4/2011,Friday,United Airlines,JFK,SFO,Boeing 777,On-time,Morning,0,14
5772,27/8/2011,Thursday,Southwest Airlines,SFO,JFK,Boeing 777,On-time,Night,0,20
5773,24/7/2011,Monday,Delta Airlines,MIA,DEN,Airbus A320,Delayed,Night,16,29
5774,13/7/2012,Friday,JetBlue Airways,LAX,EWR,Embraer E175,On-time,Morning,0,2
5775,27/12/2014,Wednesday,JetBlue Airways,LGA,SFO,Airbus A380,Delayed,Afternoon,127,18
5776,2/9/2011,Thursday,American Airlines,ORD,DEN,Embraer E175,On-time,Afternoon,0,8
5777,11/4/2013,Monday,Delta Airlines,ATL,DEN,Boeing 737,On-time,Morning,0,27
5778,2/9/2014,Sunday,JetBlue Airways,EWR,SFO,Boeing 777,On-time,Night,0,8
5779,13/7/2013,Wednesday,Delta Airlines,EWR,LAX,Boeing 737,On-time,Afternoon,0,7
5780,22/10/2011,Friday,Delta Airlines,ATL,ATL,Boeing 777,On-time,Afternoon,0,11
5781,1/10/2012,Monday,JetBlue Airways,LAX,DFW,Boeing 777,Delayed,Night,65,20
5782,5/5/2013,Monday,Delta Airlines,ATL,LGA,Boeing 777,On-time,Afternoon,0,7
5783,29/7/2014,Saturday,United Airlines,LGA,DFW,Airbus A380,On-time,Afternoon,0,22
5784,17/1/2011,Wednesday,American Airlines,JFK,EWR,Embraer E175,Delayed,Evening,36,7
5785,12/3/2011,Monday,Southwest Airlines,ATL,ORD,Boeing 777,On-time,Evening,0,17
5786,16/7/2014,Tuesday,JetBlue Airways,JFK,ORD,Airbus A320,On-time,Morning,0,15
5787,10/9/2014,Sunday,Southwest Airlines,EWR,ORD,Boeing 777,Delayed,Morning,123,21
5788,23/12/2015,Saturday,American Airlines,DEN,MIA,Embraer E175,On-time,Night,0,21
5789,1/11/2011,Saturday,United Airlines,DEN,LGA,Embraer E175,On-time,Evening,0,7
5790,14/1/2015,Monday,United Airlines,SFO,SFO,Airbus A380,Delayed,Morning,135,20
5791,27/10/2013,Sunday,United Airlines,JFK,DEN,Boeing 777,On-time,Evening,0,29
5792,30/8/2014,Saturday,United Airlines,LAX,DFW,Airbus A320,Delayed,Morning,70,17
5793,27/3/2013,Thursday,JetBlue Airways,ORD,SFO,Airbus A380,On-time,Afternoon,0,19
5794,31/1/2014,Wednesday,JetBlue Airways,DFW,LAX,Airbus A380,On-time,Afternoon,0,14
5795,31/3/2013,Thursday,Delta Airlines,ATL,LGA,Boeing 777,Delayed,Night,101,20
5796,12/7/2011,Friday,Delta Airlines,DFW,LAX,Boeing 777,On-time,Evening,0,5
5797,12/11/2015,Thursday,American Airlines,MIA,MIA,Airbus A380,Delayed,Evening,21,12
5798,17/5/2015,Sunday,Delta Airlines,DEN,EWR,Airbus A380,On-time,Evening,0,24
5799,12/6/2012,Tuesday,American Airlines,MIA,LGA,Airbus A380,Delayed,Evening,149,24
5800,20/6/2011,Saturday,American Airlines,ORD,LGA,Boeing 737,Delayed,Afternoon,103,12
5801,10/4/2015,Sunday,American Airlines,LAX,DEN,Airbus A380,On-time,Afternoon,0,2
5802,8/9/2011,Saturday,United Airlines,JFK,ATL,Embraer E175,Delayed,Evening,8,26
5803,24/11/2015,Tuesday,Southwest Airlines,ATL,ORD,Airbus A320,On-time,Night,0,4
5804,11/11/2014,Saturday,Southwest Airlines,MIA,DEN,Airbus A320,Delayed,Evening,19,2
5805,15/5/2014,Thursday,JetBlue Airways,MIA,DFW,Boeing 777,On-time,Morning,0,5
5806,24/6/2012,Friday,American Airlines,MIA,DFW,Airbus A380,Delayed,Afternoon,122,20
5807,11/7/2015,Monday,United Airlines,LAX,DFW,Airbus A320,On-time,Afternoon,0,2
5808,20/2/2012,Tuesday,Delta Airlines,ATL,DFW,Airbus A320,On-time,Evening,0,13
5809,4/3/2013,Thursday,Delta Airlines,LAX,DEN,Embraer E175,On-time,Morning,0,3
5810,4/11/2014,Sunday,JetBlue Airways,SFO,JFK,Embraer E175,On-time,Night,0,15
5811,13/3/2014,Thursday,JetBlue Airways,EWR,EWR,Boeing 737,On-time,Afternoon,0,19
5812,25/1/2011,Thursday,American Airlines,EWR,JFK,Boeing 737,On-time,Morning,0,16
5813,29/10/2012,Monday,American Airlines,MIA,DEN,Airbus A320,On-time,Morning,0,14
5814,1/1/2014,Wednesday,Delta Airlines,DFW,LGA,Boeing 777,On-time,Afternoon,0,23
5815,23/9/2012,Saturday,Delta Airlines,LGA,DFW,Airbus A320,Delayed,Afternoon,173,4
5816,21/1/2014,Saturday,Delta Airlines,SFO,ORD,Boeing 777,On-time,Morning,0,17
5817,19/5/2012,Sunday,Delta Airlines,DEN,JFK,Airbus A320,On-time,Night,0,21
5818,10/6/2015,Friday,Southwest Airlines,ORD,ORD,Embraer E175,Delayed,Morning,24,22
5819,2/12/2011,Sunday,American Airlines,SFO,SFO,Airbus A380,On-time,Afternoon,0,22
5820,29/2/2012,Wednesday,American Airlines,EWR,EWR,Airbus A320,On-time,Evening,0,12
5821,13/5/2012,Saturday,Delta Airlines,LAX,DFW,Boeing 737,Delayed,Night,46,26
5822,19/10/2014,Friday,United Airlines,DFW,LAX,Boeing 777,On-time,Morning,0,27
5823,4/8/2013,Sunday,Delta Airlines,JFK,JFK,Boeing 777,On-time,Afternoon,0,2
5824,21/9/2012,Friday,JetBlue Airways,JFK,DFW,Airbus A320,On-time,Morning,0,21
5825,4/11/2015,Thursday,United Airlines,JFK,JFK,Boeing 777,On-time,Night,0,20
5826,7/5/2014,Tuesday,JetBlue Airways,DEN,LAX,Boeing 737,On-time,Night,0,14
5827,18/12/2012,Thursday,United Airlines,ORD,SFO,Embraer E175,On-time,Night,0,27
5828,7/12/2014,Monday,JetBlue Airways,EWR,ATL,Airbus A380,Delayed,Night,84,21
5829,5/12/2011,Saturday,Delta Airlines,MIA,DFW,Airbus A380,Delayed,Night,176,23
5830,20/10/2012,Friday,Delta Airlines,DFW,DFW,Boeing 777,On-time,Afternoon,0,3
5831,19/8/2013,Sunday,United Airlines,ORD,EWR,Airbus A320,On-time,Morning,0,16
5832,4/3/2012,Tuesday,JetBlue Airways,ATL,DEN,Boeing 777,On-time,Morning,0,8
5833,12/12/2015,Sunday,Southwest Airlines,EWR,JFK,Boeing 737,On-time,Evening,0,27
5834,17/6/2013,Saturday,United Airlines,LAX,LAX,Airbus A320,Delayed,Night,173,12
5835,19/5/2011,Friday,United Airlines,JFK,MIA,Embraer E175,On-time,Morning,0,28
5836,13/9/2015,Friday,American Airlines,SFO,LAX,Boeing 737,Delayed,Night,97,9
5837,30/7/2013,Thursday,United Airlines,ATL,LGA,Embraer E175,On-time,Morning,0,1
5838,25/6/2012,Tuesday,Southwest Airlines,LGA,ORD,Airbus A320,Delayed,Morning,164,1
5839,26/2/2011,Tuesday,Delta Airlines,SFO,JFK,Embraer E175,Delayed,Afternoon,66,9
5840,9/6/2014,Saturday,JetBlue Airways,DFW,EWR,Boeing 737,On-time,Afternoon,0,15
5841,19/10/2012,Friday,American Airlines,DEN,SFO,Boeing 737,On-time,Afternoon,0,10
5842,10/3/2012,Tuesday,JetBlue Airways,EWR,MIA,Boeing 777,On-time,Night,0,17
5843,19/1/2012,Tuesday,Delta Airlines,DFW,ORD,Airbus A320,On-time,Night,0,2
5844,13/7/2012,Sunday,United Airlines,JFK,LGA,Airbus A380,On-time,Afternoon,0,3
5845,13/7/2011,Saturday,Southwest Airlines,ORD,SFO,Airbus A380,On-time,Morning,0,23
5846,26/10/2015,Thursday,American Airlines,MIA,LGA,Embraer E175,Delayed,Night,168,10
5847,30/7/2015,Sunday,Southwest Airlines,ORD,DFW,Airbus A380,On-time,Night,0,19
5848,17/6/2012,Sunday,Southwest Airlines,MIA,JFK,Airbus A380,On-time,Evening,0,9
5849,1/6/2012,Wednesday,Southwest Airlines,ORD,ATL,Boeing 737,Delayed,Morning,65,18
5850,16/12/2012,Monday,Southwest Airlines,EWR,DFW,Boeing 737,On-time,Morning,0,3
5851,20/1/2013,Wednesday,Delta Airlines,ORD,EWR,Boeing 737,Delayed,Evening,14,9
5852,4/7/2011,Tuesday,Southwest Airlines,EWR,LAX,Airbus A380,On-time,Evening,0,22
5853,19/10/2011,Friday,Southwest Airlines,MIA,ATL,Embraer E175,On-time,Evening,0,27
5854,20/9/2014,Monday,Delta Airlines,SFO,EWR,Airbus A320,On-time,Evening,0,28
5855,1/1/2013,Monday,JetBlue Airways,DFW,ORD,Boeing 777,On-time,Evening,0,11
5856,26/4/2011,Friday,Delta Airlines,LAX,EWR,Embraer E175,On-time,Evening,0,9
5857,4/4/2013,Monday,United Airlines,EWR,DEN,Boeing 737,On-time,Night,0,5
5858,8/12/2013,Friday,Delta Airlines,ORD,DFW,Embraer E175,On-time,Night,0,20
5859,15/11/2012,Monday,JetBlue Airways,SFO,JFK,Airbus A320,On-time,Night,0,18
5860,23/3/2011,Sunday,United Airlines,EWR,LGA,Boeing 737,On-time,Afternoon,0,12
5861,13/4/2013,Saturday,United Airlines,DEN,LAX,Airbus A320,On-time,Evening,0,17
5862,29/11/2011,Saturday,American Airlines,ORD,ATL,Boeing 777,On-time,Evening,0,27
5863,10/7/2012,Wednesday,Southwest Airlines,LAX,MIA,Embraer E175,Delayed,Evening,162,21
5864,1/12/2011,Sunday,United Airlines,ATL,LAX,Boeing 777,On-time,Evening,0,17
5865,15/6/2012,Monday,United Airlines,EWR,LAX,Airbus A380,Delayed,Night,151,16
5866,9/8/2011,Thursday,JetBlue Airways,LGA,SFO,Embraer E175,On-time,Evening,0,22
5867,26/9/2012,Friday,United Airlines,SFO,LAX,Airbus A380,On-time,Afternoon,0,27
5868,5/11/2015,Sunday,JetBlue Airways,EWR,LAX,Airbus A320,On-time,Night,0,22
5869,23/10/2015,Monday,Southwest Airlines,ORD,LAX,Airbus A380,On-time,Night,0,14
5870,19/11/2011,Saturday,American Airlines,ATL,LGA,Airbus A320,On-time,Night,0,23
5871,3/1/2011,Saturday,American Airlines,MIA,DEN,Boeing 777,On-time,Afternoon,0,9
5872,14/9/2015,Friday,Southwest Airlines,DEN,LAX,Boeing 737,On-time,Night,0,22
5873,25/7/2011,Thursday,Southwest Airlines,ATL,ATL,Boeing 777,On-time,Afternoon,0,13
5874,9/2/2011,Monday,Delta Airlines,DEN,DEN,Airbus A380,On-time,Morning,0,3
5875,28/2/2011,Monday,United Airlines,ATL,LAX,Airbus A320,Delayed,Evening,108,24
5876,8/8/2013,Thursday,United Airlines,MIA,ATL,Airbus A380,On-time,Afternoon,0,5
5877,27/7/2012,Thursday,United Airlines,ORD,ATL,Boeing 737,On-time,Evening,0,24
5878,5/10/2012,Thursday,JetBlue Airways,ATL,ORD,Embraer E175,On-time,Evening,0,8
5879,11/3/2015,Saturday,Delta Airlines,LGA,DFW,Embraer E175,On-time,Night,0,3
5880,15/5/2015,Friday,United Airlines,MIA,EWR,Embraer E175,On-time,Night,0,23
5881,22/4/2013,Sunday,JetBlue Airways,MIA,MIA,Airbus A380,Delayed,Afternoon,24,16
5882,19/2/2014,Thursday,JetBlue Airways,ORD,EWR,Embraer E175,On-time,Afternoon,0,4
5883,11/2/2015,Friday,American Airlines,DFW,SFO,Airbus A320,On-time,Night,0,9
5884,10/9/2012,Wednesday,JetBlue Airways,EWR,JFK,Boeing 737,On-time,Evening,0,7
5885,6/4/2011,Monday,Southwest Airlines,EWR,MIA,Boeing 777,On-time,Night,0,26
5886,8/12/2014,Monday,JetBlue Airways,DFW,DEN,Airbus A320,On-time,Evening,0,18
5887,12/6/2014,Tuesday,Southwest Airlines,MIA,MIA,Boeing 737,On-time,Morning,0,17
5888,16/6/2013,Wednesday,Southwest Airlines,LAX,EWR,Boeing 777,On-time,Afternoon,0,22
5889,21/12/2013,Sunday,American Airlines,LGA,ATL,Embraer E175,On-time,Night,0,6
5890,3/7/2014,Thursday,American Airlines,SFO,EWR,Boeing 777,Delayed,Evening,70,10
5891,14/7/2012,Thursday,JetBlue Airways,SFO,MIA,Airbus A380,On-time,Morning,0,5
5892,23/6/2013,Sunday,American Airlines,ORD,JFK,Airbus A380,On-time,Evening,0,15
5893,14/12/2011,Saturday,American Airlines,LGA,MIA,Embraer E175,On-time,Afternoon,0,2
5894,1/11/2012,Wednesday,United Airlines,EWR,ATL,Embraer E175,Delayed,Night,0,15
5895,21/2/2014,Thursday,JetBlue Airways,ATL,DEN,Airbus A320,Delayed,Evening,25,9
5896,14/2/2015,Tuesday,JetBlue Airways,ATL,ATL,Airbus A320,On-time,Afternoon,0,6
5897,13/11/2011,Friday,JetBlue Airways,SFO,LAX,Airbus A380,On-time,Night,0,4
5898,8/3/2015,Monday,American Airlines,MIA,SFO,Boeing 737,On-time,Morning,0,23
5899,19/12/2012,Wednesday,American Airlines,EWR,JFK,Airbus A320,On-time,Evening,0,14
5900,7/12/2013,Monday,Southwest Airlines,LGA,ATL,Boeing 737,On-time,Night,0,9
5901,3/12/2014,Friday,Delta Airlines,MIA,JFK,Airbus A380,On-time,Night,0,24
5902,5/3/2014,Wednesday,Delta Airlines,DEN,ORD,Airbus A320,On-time,Night,0,1
5903,9/5/2014,Friday,Delta Airlines,DFW,MIA,Boeing 737,On-time,Afternoon,0,19
5904,7/9/2011,Thursday,United Airlines,SFO,SFO,Boeing 737,On-time,Morning,0,10
5905,10/11/2011,Sunday,American Airlines,EWR,LGA,Airbus A320,Delayed,Morning,160,18
5906,23/10/2014,Thursday,Southwest Airlines,ORD,LAX,Embraer E175,On-time,Afternoon,0,19
5907,23/12/2014,Sunday,Southwest Airlines,ATL,DEN,Boeing 777,Delayed,Evening,5,29
5908,17/3/2013,Thursday,Delta Airlines,ATL,EWR,Embraer E175,On-time,Afternoon,0,21
5909,12/2/2015,Friday,United Airlines,MIA,DFW,Boeing 777,Delayed,Morning,72,6
5910,30/8/2014,Friday,United Airlines,DEN,DFW,Boeing 737,Delayed,Afternoon,127,3
5911,4/3/2015,Friday,Delta Airlines,JFK,LGA,Airbus A320,On-time,Morning,0,18
5912,11/10/2015,Monday,Delta Airlines,JFK,MIA,Airbus A380,Delayed,Morning,69,21
5913,10/10/2014,Friday,American Airlines,EWR,LAX,Airbus A320,Delayed,Morning,39,29
5914,29/4/2012,Thursday,United Airlines,LGA,JFK,Embraer E175,On-time,Morning,0,20
5915,19/5/2014,Tuesday,Southwest Airlines,LGA,DEN,Boeing 777,Delayed,Evening,16,21
5916,24/9/2015,Friday,Delta Airlines,LGA,MIA,Airbus A320,On-time,Morning,0,10
5917,13/2/2011,Tuesday,American Airlines,LAX,MIA,Boeing 777,On-time,Night,0,20
5918,14/4/2015,Sunday,Southwest Airlines,JFK,SFO,Embraer E175,Delayed,Night,39,4
5919,24/7/2012,Thursday,United Airlines,MIA,JFK,Embraer E175,Delayed,Morning,103,8
5920,5/8/2012,Friday,Delta Airlines,SFO,DFW,Airbus A320,On-time,Morning,0,16
5921,20/1/2014,Monday,Delta Airlines,ATL,JFK,Airbus A380,On-time,Afternoon,0,22
5922,12/7/2014,Monday,American Airlines,ATL,JFK,Airbus A380,On-time,Evening,0,2
5923,13/6/2013,Sunday,American Airlines,SFO,SFO,Boeing 777,On-time,Morning,0,19
5924,8/8/2011,Tuesday,United Airlines,ATL,MIA,Airbus A320,On-time,Afternoon,0,15
5925,13/7/2013,Saturday,Delta Airlines,DEN,MIA,Boeing 737,On-time,Morning,0,8
5926,5/1/2015,Monday,American Airlines,JFK,ORD,Embraer E175,Delayed,Evening,48,17
5927,5/2/2012,Monday,Delta Airlines,JFK,JFK,Boeing 777,On-time,Evening,0,13
5928,24/11/2014,Monday,United Airlines,LAX,DFW,Embraer E175,On-time,Night,0,22
5929,27/12/2012,Thursday,Delta Airlines,DEN,EWR,Boeing 777,On-time,Evening,0,3
5930,17/9/2013,Monday,Southwest Airlines,EWR,MIA,Airbus A320,Delayed,Night,121,25
5931,17/6/2013,Wednesday,Delta Airlines,JFK,LAX,Boeing 777,On-time,Evening,0,10
5932,18/12/2015,Friday,JetBlue Airways,SFO,LAX,Boeing 777,On-time,Afternoon,0,13
5933,19/5/2015,Sunday,JetBlue Airways,SFO,DEN,Boeing 737,On-time,Evening,0,11
5934,7/5/2013,Monday,United Airlines,SFO,JFK,Boeing 777,Delayed,Afternoon,127,1
5935,14/3/2013,Saturday,United Airlines,SFO,DEN,Airbus A380,On-time,Night,0,14
5936,4/5/2012,Saturday,United Airlines,LGA,SFO,Boeing 777,Delayed,Afternoon,83,2
5937,17/2/2015,Monday,Southwest Airlines,LAX,DFW,Boeing 777,On-time,Night,0,22
5938,16/11/2015,Monday,Southwest Airlines,LGA,JFK,Airbus A320,On-time,Evening,0,12
5939,2/2/2015,Wednesday,Delta Airlines,DFW,DFW,Boeing 777,On-time,Afternoon,0,4
5940,17/5/2015,Monday,American Airlines,EWR,ORD,Boeing 737,On-time,Afternoon,0,12
5941,26/7/2013,Monday,JetBlue Airways,SFO,ATL,Airbus A320,On-time,Night,0,26
5942,23/4/2013,Friday,JetBlue Airways,DFW,ATL,Embraer E175,On-time,Evening,0,1
5943,2/9/2015,Saturday,JetBlue Airways,DEN,JFK,Airbus A380,Delayed,Morning,40,10
5944,8/1/2015,Wednesday,Delta Airlines,SFO,ORD,Airbus A380,On-time,Morning,0,4
5945,16/7/2014,Saturday,Delta Airlines,DEN,LAX,Embraer E175,Delayed,Afternoon,17,2
5946,24/9/2011,Wednesday,United Airlines,DFW,JFK,Boeing 777,Delayed,Night,99,29
5947,23/2/2011,Saturday,American Airlines,SFO,DEN,Boeing 737,On-time,Night,0,25
5948,11/6/2012,Monday,United Airlines,JFK,DEN,Boeing 737,On-time,Night,0,23
5949,24/3/2015,Saturday,Delta Airlines,LAX,LAX,Boeing 737,On-time,Evening,0,22
5950,7/9/2012,Saturday,Southwest Airlines,LAX,DFW,Boeing 737,On-time,Evening,0,29
5951,18/12/2013,Wednesday,United Airlines,ATL,EWR,Boeing 777,On-time,Evening,0,28
5952,29/11/2013,Sunday,Delta Airlines,DEN,DEN,Embraer E175,On-time,Morning,0,25
5953,14/6/2014,Tuesday,Delta Airlines,MIA,DFW,Embraer E175,On-time,Afternoon,0,13
5954,12/8/2013,Wednesday,Southwest Airlines,JFK,ATL,Airbus A380,Delayed,Evening,55,8
5955,21/1/2012,Wednesday,Southwest Airlines,ORD,ATL,Embraer E175,On-time,Afternoon,0,2
5956,18/6/2015,Wednesday,Southwest Airlines,SFO,SFO,Boeing 737,On-time,Night,0,3
5957,3/1/2013,Thursday,American Airlines,MIA,ORD,Boeing 777,Delayed,Evening,148,15
5958,16/12/2012,Sunday,Delta Airlines,DEN,ORD,Airbus A320,Delayed,Evening,7,7
5959,11/10/2012,Thursday,Southwest Airlines,LGA,LGA,Airbus A320,On-time,Evening,0,10
5960,27/10/2011,Thursday,American Airlines,DFW,ATL,Boeing 737,Delayed,Afternoon,129,20
5961,30/1/2012,Wednesday,JetBlue Airways,ATL,LAX,Airbus A380,Delayed,Morning,71,11
5962,15/5/2014,Tuesday,JetBlue Airways,LGA,MIA,Airbus A320,Delayed,Morning,69,22
5963,21/9/2014,Wednesday,JetBlue Airways,JFK,EWR,Boeing 737,On-time,Night,0,25
5964,15/8/2012,Monday,Delta Airlines,LGA,SFO,Boeing 777,On-time,Afternoon,0,23
5965,20/10/2015,Tuesday,American Airlines,MIA,DFW,Airbus A320,On-time,Evening,0,14
5966,28/5/2012,Thursday,American Airlines,ORD,LAX,Boeing 737,Delayed,Morning,94,19
5967,16/4/2014,Saturday,JetBlue Airways,DEN,SFO,Airbus A320,Delayed,Night,162,14
5968,31/1/2012,Saturday,United Airlines,EWR,SFO,Boeing 777,Delayed,Morning,61,22
5969,6/1/2012,Sunday,JetBlue Airways,ATL,DFW,Embraer E175,On-time,Afternoon,0,23
5970,7/5/2013,Friday,Delta Airlines,LGA,ATL,Embraer E175,On-time,Night,0,1
5971,1/3/2013,Sunday,JetBlue Airways,DEN,SFO,Boeing 777,On-time,Afternoon,0,29
5972,19/10/2012,Tuesday,JetBlue Airways,LAX,DFW,Boeing 777,On-time,Night,0,7
5973,3/9/2014,Thursday,American Airlines,MIA,SFO,Embraer E175,Delayed,Afternoon,152,5
5974,5/1/2013,Tuesday,JetBlue Airways,ORD,EWR,Boeing 777,On-time,Evening,0,7
5975,24/10/2014,Tuesday,Southwest Airlines,EWR,SFO,Boeing 777,On-time,Evening,0,29
5976,19/1/2012,Saturday,Southwest Airlines,DEN,JFK,Boeing 777,Delayed,Afternoon,92,13
5977,3/3/2011,Wednesday,United Airlines,DEN,ATL,Embraer E175,On-time,Afternoon,0,7
5978,19/5/2012,Monday,Delta Airlines,EWR,LGA,Embraer E175,Delayed,Morning,160,22
5979,27/8/2011,Friday,Delta Airlines,SFO,JFK,Airbus A320,On-time,Morning,0,29
5980,14/7/2011,Thursday,American Airlines,MIA,EWR,Embraer E175,On-time,Night,0,19
5981,8/11/2012,Tuesday,Delta Airlines,ATL,DFW,Airbus A320,Delayed,Afternoon,103,25
5982,30/5/2014,Friday,United Airlines,MIA,EWR,Embraer E175,On-time,Afternoon,0,13
5983,2/3/2011,Tuesday,Southwest Airlines,SFO,MIA,Airbus A380,On-time,Afternoon,0,16
5984,26/2/2014,Saturday,American Airlines,DFW,MIA,Airbus A320,On-time,Morning,0,21
5985,16/9/2013,Monday,Southwest Airlines,MIA,SFO,Boeing 777,On-time,Morning,0,25
5986,15/11/2012,Saturday,United Airlines,EWR,EWR,Airbus A380,On-time,Evening,0,15
5987,5/6/2011,Friday,American Airlines,ORD,ORD,Embraer E175,On-time,Night,0,19
5988,2/11/2014,Thursday,JetBlue Airways,MIA,LGA,Embraer E175,Delayed,Morning,104,7
5989,4/7/2015,Tuesday,Delta Airlines,LGA,DEN,Airbus A380,On-time,Night,0,5
5990,10/12/2015,Monday,United Airlines,ORD,MIA,Boeing 737,On-time,Night,0,14
5991,11/7/2013,Saturday,American Airlines,ATL,ATL,Boeing 777,Delayed,Morning,130,23
5992,17/5/2013,Friday,Southwest Airlines,EWR,LGA,Airbus A320,On-time,Afternoon,0,16
5993,21/6/2013,Saturday,American Airlines,DFW,DFW,Airbus A380,On-time,Afternoon,0,24
5994,19/12/2015,Tuesday,JetBlue Airways,LAX,EWR,Airbus A320,On-time,Evening,0,11
5995,29/5/2015,Tuesday,United Airlines,ORD,ATL,Embraer E175,Delayed,Afternoon,28,24
5996,25/9/2013,Thursday,American Airlines,SFO,SFO,Boeing 737,Delayed,Afternoon,92,21
5997,31/12/2014,Monday,United Airlines,ORD,JFK,Boeing 737,On-time,Morning,0,11
5998,1/9/2013,Wednesday,United Airlines,LAX,LGA,Airbus A320,Delayed,Night,60,12
5999,15/5/2014,Saturday,Southwest Airlines,MIA,ATL,Embraer E175,On-time,Afternoon,0,21
6000,23/1/2012,Tuesday,Delta Airlines,LGA,LAX,Boeing 737,On-time,Morning,0,13
6001,12/2/2015,Friday,JetBlue Airways,SFO,JFK,Boeing 777,On-time,Night,0,8
6002,20/12/2015,Saturday,American Airlines,LAX,DFW,Embraer E175,On-time,Morning,0,6
6003,5/6/2013,Thursday,Delta Airlines,LAX,SFO,Airbus A380,On-time,Afternoon,0,22
6004,17/4/2013,Thursday,Southwest Airlines,LGA,JFK,Airbus A380,On-time,Afternoon,0,2
6005,25/9/2014,Tuesday,Delta Airlines,ATL,DEN,Airbus A380,Delayed,Morning,79,23
6006,6/12/2011,Tuesday,United Airlines,ORD,SFO,Boeing 777,On-time,Evening,0,10
