,merchant,category,amt,city,state,lat,long,city_pop,job,dob,trans_num,merch_lat,merch_long,is_fraud,trans_day,trans_month,trans_year,trans_hour,trans_minute,dob_year,age,distance_km
8323,494,4,83.28,102,10,38.5677,-109.5271,9772,90,140,4001,38.0593,-109.405809,0,2,1,2019,10,12,1989,30,57.5134
8324,428,4,112.13,155,7,41.1558,-101.136,1789,79,54,13380,41.716404,-100.751617,0,2,1,2019,10,31,1982,37,70.0895
8325,548,2,34.8,170,7,41.4193,-99.3844,73,116,48,858,41.279576,-99.946937,0,2,1,2019,10,33,1935,84,49.4603
8326,682,9,111.47,100,5,43.6498,-116.4306,84106,80,53,8212,43.008171,-117.195542,0,2,1,2019,10,36,1971,48,94.437
8327,522,2,40.85,86,8,36.1486,-105.6648,247,8,136,9367,36.446565,-106.592783,0,2,1,2019,10,39,1961,58,89.5203
8328,601,12,7.06,127,9,45.5303,-122.7033,841711,51,17,2438,45.810435,-123.517315,0,2,1,2019,10,43,1963,56,70.5039
8329,407,2,64.0,7,11,46.7531,-121.9898,759,159,73,171,46.897445,-122.506291,0,2,1,2019,10,49,1956,63,42.4473
8330,239,4,105.84,46,12,43.0172,-111.0292,471,45,10,11385,43.469371,-111.683998,0,2,1,2019,10,55,1967,52,73.0823
8331,67,12,7.66,63,0,65.6899,-156.292,277,52,34,10051,65.559029,-157.157248,0,2,1,2019,11,0,1965,54,42.29
8332,281,8,16.14,94,7,40.9207,-96.168,206,73,21,2768,41.787396,-96.454648,0,2,1,2019,11,12,1967,52,99.2976
8333,626,9,179.96,85,3,39.5994,-105.0044,320420,160,184,4238,39.682749,-104.063447,0,2,1,2019,11,26,1975,44,81.1013
8334,174,11,6.38,52,10,37.7175,-112.4777,258,67,138,8847,37.768879,-113.275554,0,2,1,2019,11,34,1961,58,70.3863
8335,175,11,244.65,91,9,43.921,-122.7806,1420,143,58,1801,43.126933,-122.295225,0,2,1,2019,11,37,1965,54,96.5794
8336,521,9,5.3,42,9,44.0385,-123.0614,191096,134,30,4916,44.148254,-123.95111,0,2,1,2019,11,45,1964,55,72.0932
8337,249,1,5.63,58,7,41.6414,-96.5232,1745,49,152,5446,40.898193,-97.146219,0,2,1,2019,12,27,1973,46,97.6758
8338,126,7,34.79,45,12,43.0048,-108.8964,1645,78,88,4372,42.228227,-108.747683,0,2,1,2019,12,38,1986,33,87.2042
8339,248,5,60.64,95,12,42.73,-104.7024,241,46,86,7362,42.129806,-105.541942,0,2,1,2019,12,50,1980,39,95.925
8340,15,6,9.04,116,11,48.8878,-118.2105,149,139,119,255,48.040418,-118.39552,0,2,1,2019,12,55,1978,41,95.2069
8341,517,13,7.2,70,2,37.7773,-119.0825,633,70,46,4587,38.708021,-119.01684,0,2,1,2019,13,1,1927,92,103.6502
8342,596,6,54.29,55,8,32.9396,-105.8189,899,102,175,8057,32.374287,-106.634682,0,2,1,2019,13,9,1967,52,98.9129
8343,41,6,27.18,45,12,43.0048,-108.8964,1645,78,88,3263,43.321745,-108.091143,0,2,1,2019,13,10,1986,33,74.213
8344,11,10,72.65,43,2,38.5234,-120.6763,832,75,106,11055,38.834518,-121.149305,0,2,1,2019,13,16,1987,32,53.6904
8345,644,0,177.26,104,8,34.9889,-106.0609,7268,153,20,13810,34.266058,-105.337317,0,2,1,2019,13,25,1988,31,104.1322
8346,469,7,5.44,155,7,41.1558,-101.136,1789,79,54,14046,41.734011,-100.605518,0,2,1,2019,13,34,1982,37,78.0304
8347,519,7,30.21,105,6,40.1362,-95.2138,1631,7,110,8700,40.076409,-94.900128,0,2,1,2019,13,43,1953,66,27.493
8348,596,6,82.12,54,2,36.4992,-120.0936,123,41,35,1485,37.302246,-120.680061,0,2,1,2019,13,51,1973,46,103.4062
8349,35,10,109.09,20,11,46.1966,-118.9017,3684,100,169,475,46.93241,-118.191146,0,2,1,2019,14,17,1981,38,98.2088
8350,100,6,70.79,149,2,41.9404,-124.1587,1930,161,67,3849,42.845759,-125.059324,0,2,1,2019,14,23,1983,36,124.9177
8351,469,7,133.85,119,2,34.5715,-118.0231,171170,21,19,13050,34.848885,-118.828423,0,2,1,2019,14,25,1963,56,79.8125
8352,491,12,149.98,77,6,36.6704,-93.0377,1201,48,95,7373,37.136961,-93.433365,0,2,1,2019,14,29,1980,39,62.6829
8353,134,0,5.63,99,3,39.3199,-106.6596,61,121,23,3982,39.615049,-106.422612,0,2,1,2019,14,32,1939,80,38.6126
8354,458,1,97.29,44,2,40.7268,-124.2174,276,132,31,10892,41.399248,-125.022811,0,2,1,2019,14,35,1929,90,100.7494
8355,673,9,57.03,118,4,20.0271,-155.3697,1490,135,65,8272,19.571653,-156.044601,0,2,1,2019,14,49,1991,28,86.8929
8356,134,0,2.57,28,6,38.7897,-93.8702,2368,47,92,2761,38.085106,-93.388352,0,2,1,2019,15,16,1989,30,88.8793
8357,552,6,40.58,124,1,33.5623,-112.0559,1312922,34,137,553,32.757155,-112.81593,0,2,1,2019,15,22,1981,38,114.1071
8358,33,12,9.55,116,11,48.8878,-118.2105,149,139,119,6698,48.533396,-117.793256,0,2,1,2019,15,37,1978,41,49.9021
8359,679,6,112.76,53,2,33.9143,-118.3493,93193,43,104,1143,34.516022,-118.58135,0,2,1,2019,15,38,1995,24,70.2282
8360,37,13,3.08,86,8,36.1486,-105.6648,247,8,136,1015,35.503594,-106.578863,0,2,1,2019,15,45,1961,58,109.2471
8361,402,6,81.56,3,10,40.3928,-111.7941,42384,65,170,2954,40.483537,-111.983798,0,2,1,2019,15,46,1992,27,18.9615
8362,348,1,73.99,82,2,39.047,-122.9328,11256,114,99,11728,38.650854,-123.053763,0,2,1,2019,15,50,1972,47,45.2778
8363,132,6,132.29,104,8,34.9889,-106.0609,7268,153,20,2379,34.240773,-106.948967,0,2,1,2019,16,2,1988,31,116.2954
8364,617,13,3.15,1,10,40.3207,-110.436,302,130,87,9,40.234259,-109.945268,0,2,1,2019,16,2,1990,29,42.7255
8365,27,11,6.75,133,6,37.3272,-91.0243,241,81,159,4183,38.306799,-90.494547,0,2,1,2019,16,3,1974,45,118.4493
8366,396,7,166.11,50,2,41.5403,-122.9366,308,15,116,13898,40.788462,-122.178549,0,2,1,2019,16,4,1958,61,104.9552
8367,69,6,26.14,21,11,48.4786,-122.3345,14871,119,50,9081,47.990617,-122.386906,0,2,1,2019,16,10,1974,45,54.3999
8368,89,6,18.4,155,7,41.1558,-101.136,1789,79,54,2485,41.344199,-102.039662,0,2,1,2019,16,10,1982,37,78.3972
8369,658,7,8.63,168,7,40.8731,-96.1528,1517,38,43,1139,41.295158,-96.117765,0,2,1,2019,16,18,1951,68,47.0225
8370,481,6,67.09,104,8,34.9889,-106.0609,7268,153,20,7064,35.101325,-105.817325,0,2,1,2019,16,19,1988,31,25.455
8371,148,6,53.28,154,1,33.2887,-111.0985,2872,109,165,8569,32.603087,-111.023774,0,2,1,2019,16,22,1987,32,76.5549
8372,326,5,93.67,139,2,38.5662,-121.3286,757530,91,171,9420,39.199571,-121.296995,0,2,1,2019,16,24,1979,40,70.4808
8373,667,7,146.6,59,7,41.6964,-96.9858,1063,125,9,13385,42.486036,-96.461106,0,2,1,2019,16,28,1928,91,97.8971
8374,39,7,71.53,0,8,35.0561,-106.5506,641349,18,133,11291,34.625819,-105.583136,0,2,1,2019,16,41,1967,52,100.4223
8375,210,0,7.47,118,4,20.0271,-155.3697,1490,135,65,5618,20.693557,-155.494865,0,2,1,2019,16,42,1991,28,75.2466
8376,538,0,2.49,51,2,41.6125,-122.5258,589,143,122,786,41.313921,-123.008701,0,2,1,2019,16,50,1945,74,52.1672
8377,491,12,3.43,111,7,41.4972,-98.7858,509,104,78,12196,40.676521,-99.062034,0,2,1,2019,16,55,1980,39,94.146
8378,397,10,22.27,120,1,33.5494,-111.9565,17047,13,166,3728,34.350481,-112.823297,0,2,1,2019,16,57,1935,84,119.6941
8379,456,6,41.0,166,0,64.7556,-165.6723,145,1,47,13279,64.842781,-166.288628,0,2,1,2019,16,59,1939,80,30.7486
8380,125,0,17.6,116,11,48.8878,-118.2105,149,139,119,1242,48.989044,-118.907785,0,2,1,2019,17,6,1978,41,52.1593
8381,90,13,6.48,86,8,36.1486,-105.6648,247,8,136,3138,35.906759,-104.71956,0,2,1,2019,17,9,1961,58,89.1544
8382,69,6,225.7,16,6,40.1959,-92.4333,805,115,155,2076,39.27676,-93.149589,0,2,1,2019,17,15,1970,49,119.15
8383,22,12,7.9,112,2,33.9056,-118.0818,105549,61,126,12985,34.817388,-117.602241,0,2,1,2019,17,20,1973,46,110.5293
8384,70,11,6.06,124,1,33.5623,-112.0559,1312922,34,137,2094,34.402999,-112.392071,0,2,1,2019,17,23,1981,38,98.4861
8385,159,10,57.35,67,11,47.4974,-122.0107,50489,108,167,1846,47.208321,-122.055566,0,2,1,2019,17,33,1984,35,32.3213
8386,545,12,9.89,116,11,48.8878,-118.2105,149,139,119,2376,49.111659,-118.338733,0,2,1,2019,17,36,1978,41,26.5917
8387,283,1,71.31,72,6,38.9621,-94.5959,545147,36,101,5382,38.672721,-95.318182,0,2,1,2019,17,38,1987,32,70.3645
8388,469,7,76.56,89,6,39.4336,-91.0664,4593,148,57,743,40.273805,-92.04371,0,2,1,2019,17,40,1940,79,125.2513
8389,574,0,64.88,157,11,47.2271,-117.0819,895,29,183,12806,47.23421,-117.246013,0,2,1,2019,17,48,1999,20,12.4168
8390,565,7,302.54,170,7,41.4193,-99.3844,73,116,48,1128,41.833728,-99.658061,0,2,1,2019,18,0,1935,84,51.3901
8391,296,10,1.59,166,0,64.7556,-165.6723,145,1,47,12131,64.561457,-165.832427,0,2,1,2019,18,3,1939,80,22.8934
8392,620,5,76.64,45,12,43.0048,-108.8964,1645,63,148,10744,42.475287,-108.874086,0,2,1,2019,18,4,1976,43,58.9074
8393,545,12,5.66,158,10,38.9999,-109.615,46,141,128,2262,39.145586,-108.67565,0,2,1,2019,18,6,1987,32,82.692
8394,420,6,24.78,135,12,41.606,-109.23,27971,99,3,3291,40.802095,-110.223188,0,2,1,2019,18,7,1984,35,122.0412
8395,286,13,7.61,55,8,32.9396,-105.8189,899,102,175,919,32.513006,-106.294167,0,2,1,2019,18,15,1967,52,65.0124
8396,7,6,79.68,154,1,33.2887,-111.0985,2872,109,165,9059,32.333755,-111.286159,0,2,1,2019,18,20,1987,32,107.6235
8397,684,10,26.76,126,2,38.046,-122.1866,198,9,180,9891,38.438027,-122.561766,0,2,1,2019,18,25,1959,60,54.5316
8398,50,7,3.81,25,2,40.507,-123.9743,1139,156,74,12200,41.466403,-124.494146,0,2,1,2019,18,33,1951,68,115.2587
8399,9,13,7.19,82,2,39.047,-122.9328,11256,114,99,2419,39.763166,-121.942221,0,2,1,2019,18,48,1972,47,116.5532
8400,672,6,70.71,2,12,44.6873,-104.4414,110,2,81,8750,44.361826,-104.184784,0,2,1,2019,19,0,1973,46,41.5169
8401,30,10,101.74,124,1,33.5623,-112.0559,1312922,34,137,14074,34.149154,-112.04887,0,2,1,2019,19,3,1981,38,65.2584
8402,651,7,42.23,143,2,34.0287,-118.4924,92043,26,142,6177,33.794965,-119.306545,0,2,1,2019,19,7,1961,58,79.4978
8403,432,13,2.97,64,3,40.7692,-103.0968,648,32,121,7915,41.092537,-102.106512,0,2,1,2019,19,19,1969,50,90.6279
8404,160,5,55.85,5,6,38.4305,-90.387,35439,84,181,11801,38.454074,-90.993429,0,2,1,2019,19,20,1985,34,52.8799
8405,380,5,8.67,95,12,42.73,-104.7024,241,46,86,3878,42.052084,-104.828836,0,2,1,2019,19,30,1980,39,76.0926
8406,54,10,1.89,101,5,44.6255,-116.4493,129,17,79,7271,45.538394,-116.200013,0,2,1,2019,19,33,1965,54,103.3788
8407,461,6,86.68,131,3,39.4584,-106.3851,277,73,14,3867,38.962183,-106.258672,0,2,1,2019,19,35,1985,34,56.2417
8408,132,6,116.79,10,2,34.1248,-117.9031,59705,25,130,12764,33.555331,-117.913921,0,2,1,2019,19,36,1983,36,63.3299
8409,230,1,4.87,139,2,38.5662,-121.3286,757530,91,171,9632,38.51692,-121.208787,0,2,1,2019,19,38,1979,40,11.7733
8410,486,11,260.49,67,11,47.4974,-122.0107,50489,108,167,5713,48.007925,-121.605592,0,2,1,2019,19,48,1984,35,64.3412
8411,627,12,3.97,116,11,48.8878,-118.2105,149,139,119,10870,48.283689,-117.294905,0,2,1,2019,19,50,1978,41,95.1194
8412,397,10,57.48,101,5,44.6255,-116.4493,129,17,79,7243,44.800878,-115.633453,0,2,1,2019,19,58,1965,54,67.3522
8413,362,6,42.8,171,9,43.7575,-122.481,597,62,105,13668,43.463137,-121.927884,0,2,1,2019,20,0,1961,58,55.2667
8414,458,1,13.08,22,6,39.2048,-94.0259,464,30,163,5413,39.803742,-94.520245,0,2,1,2019,20,6,1959,60,78.9572
8415,452,9,7.36,41,8,35.9866,-106.0654,18408,71,97,12742,36.355413,-106.341227,0,2,1,2019,20,7,1972,47,47.9045
8416,114,10,205.53,20,11,46.1966,-118.9017,3684,100,169,5673,46.19274,-119.321474,0,2,1,2019,20,10,1981,38,32.3129
8417,189,11,8.8,1,10,40.3207,-110.436,302,130,87,11281,41.115556,-110.965597,0,2,1,2019,20,28,1990,29,99.0138
8418,262,10,79.77,170,7,41.4193,-99.3844,73,116,48,12177,40.937063,-100.089126,0,2,1,2019,20,33,1935,84,79.7117
8419,317,0,6.1,27,9,45.671,-121.8686,1288,12,2,1427,46.116928,-122.394214,0,2,1,2019,20,49,1936,83,64.1349
8420,191,9,81.36,116,11,48.8878,-118.2105,149,139,119,5403,47.938798,-118.200257,0,2,1,2019,20,51,1978,41,105.5269
8421,100,6,180.47,31,3,38.8881,-104.6556,525713,98,45,11036,38.166824,-105.374185,0,2,1,2019,20,56,1992,27,101.6838
8422,545,12,3.71,65,6,39.1412,-94.3515,123373,57,160,14186,38.857916,-94.160519,0,2,1,2019,20,58,1992,27,35.5613
8423,491,12,5.62,41,8,35.9866,-106.0654,18408,71,97,13141,36.301505,-105.872692,0,2,1,2019,21,4,1972,47,39.0581
8424,33,12,4.6,110,2,34.3795,-118.523,34882,69,143,12411,33.72794,-117.756442,0,2,1,2019,21,5,1971,48,101.1736
8425,164,6,143.15,1,10,40.3207,-110.436,302,130,87,2788,40.441978,-111.421196,0,2,1,2019,21,6,1990,29,84.5309
8426,480,12,69.48,21,11,48.4786,-122.3345,14871,119,50,7807,48.919008,-122.768879,0,2,1,2019,21,7,1974,45,58.4332
8427,257,7,38.18,139,2,38.5662,-121.3286,757530,91,171,6926,38.50705,-121.788553,0,2,1,2019,21,21,1979,40,40.5427
8428,402,6,86.86,87,12,41.0552,-110.1603,49,127,27,3858,41.269291,-110.942548,0,2,1,2019,21,22,1981,38,69.6769
8429,23,10,65.71,80,2,33.615,-117.7114,45303,129,127,11245,33.775845,-117.54871,0,2,1,2019,21,22,1969,50,23.3755
8430,192,7,52.93,97,6,39.7795,-93.3014,964,157,132,4956,40.268086,-93.487631,0,2,1,2019,21,25,1974,45,56.5953
8431,48,12,9.53,95,12,42.73,-104.7024,241,46,86,6028,42.30114,-104.332855,0,2,1,2019,21,30,1980,39,56.4927
8432,172,8,128.93,111,7,41.4972,-98.7858,509,104,78,5355,41.086873,-97.872437,0,2,1,2019,21,32,1980,39,88.908
8433,374,0,41.24,32,11,46.5901,-117.1692,761,22,173,6803,47.187778,-116.487878,0,2,1,2019,21,38,1943,76,84.2456
8434,364,6,35.23,33,11,48.34,-122.3456,85,124,5,8058,47.678869,-121.370537,0,2,1,2019,21,40,1984,35,103.2734
8435,33,12,32.61,124,1,33.5623,-112.0559,1312922,34,137,13618,32.972587,-111.923682,0,2,1,2019,21,53,1981,38,66.7153
8436,276,5,26.2,161,6,39.7417,-93.6289,271,84,96,11319,40.675529,-93.214688,0,2,1,2019,22,11,1972,47,109.6326
8437,3,0,76.16,43,2,38.5234,-120.6763,832,75,106,6178,38.580235,-119.889545,0,2,1,2019,22,13,1987,32,68.7068
8438,209,11,4.97,139,2,38.5662,-121.3286,757530,91,171,773,38.845028,-122.312374,0,2,1,2019,22,15,1979,40,90.8204
8439,414,9,6.6,118,4,20.0271,-155.3697,1490,135,65,14179,19.174381,-154.41756,0,2,1,2019,22,16,1991,28,137.6149
8440,606,7,7.52,25,2,40.507,-123.9743,1139,156,74,3683,39.816507,-124.387767,0,2,1,2019,22,17,1951,68,84.4365
8441,163,10,18.47,0,8,35.1506,-106.569,641349,24,55,4563,35.009762,-107.186163,0,2,1,2019,22,23,1976,43,58.302
8442,642,1,20.35,37,8,35.7206,-108.0271,5662,74,40,5799,36.616586,-107.278024,0,2,1,2019,22,27,1989,30,120.1961
8443,198,11,3.92,68,12,41.0539,-106.0763,100,120,80,5605,40.945447,-106.16601,0,2,1,2019,22,30,1974,45,14.2165
8444,226,5,2.24,108,7,40.201,-98.0684,732,152,70,3182,41.020841,-98.952895,0,2,1,2019,22,33,1956,63,117.8337
8445,134,0,34.1,62,2,33.6773,-118.0051,190249,154,93,9127,34.153307,-118.932321,0,2,1,2019,22,35,1976,43,100.6083
8446,665,10,34.74,1,10,40.3207,-110.436,302,130,87,12393,40.453968,-110.96854,0,2,1,2019,22,40,1990,29,47.4754
8447,408,10,51.0,124,1,33.5623,-112.0559,1312922,34,137,4415,33.067068,-112.630359,0,2,1,2019,22,42,1981,38,76.6927
8448,74,10,74.37,135,12,41.606,-109.23,27971,99,3,11738,42.111655,-110.050441,0,2,1,2019,22,44,1984,35,88.1929
8449,327,8,88.7,33,11,48.34,-122.3456,85,124,5,3224,47.491363,-122.665369,0,2,1,2019,22,54,1984,35,97.3265
8450,68,6,49.39,109,9,45.3099,-122.9685,28278,127,91,10453,44.312734,-123.383756,0,2,1,2019,22,58,1977,42,115.6169
8451,576,1,68.11,7,11,46.7531,-121.9898,759,159,73,4532,46.193067,-121.231896,0,2,1,2019,23,9,1956,63,85.1257
8452,562,7,85.86,74,3,39.6171,-102.4776,207,103,24,7115,40.457621,-102.985376,0,2,1,2019,23,12,1955,64,102.9743
8453,76,7,25.19,124,1,33.5623,-112.0559,1312922,34,137,1154,33.841815,-111.05691,0,2,1,2019,23,16,1981,38,97.4994
8454,636,5,11.67,95,12,42.73,-104.7024,241,46,86,10118,42.808984,-105.325869,0,2,1,2019,23,19,1980,39,51.6442
8455,171,5,27.94,139,2,38.6865,-121.3494,757530,137,108,369,38.993188,-121.593659,0,2,1,2019,23,19,1966,53,40.131
8456,453,10,52.12,21,11,48.4786,-122.3345,14871,119,50,1280,49.267392,-123.327308,0,2,1,2019,23,22,1974,45,113.8629
8457,17,12,9.19,172,6,36.7651,-94.0492,760,118,185,12957,35.859463,-94.422612,0,2,1,2019,23,28,1985,34,106.1147
8458,392,11,4.0,153,2,33.7467,-117.1721,54287,39,125,10215,34.637971,-116.654867,0,2,1,2019,23,30,1972,47,109.931
8459,569,1,10.4,165,2,40.0235,-120.7986,128,44,117,5669,40.506105,-119.879253,0,2,1,2019,23,31,1966,53,94.6808
8460,526,5,17.82,67,11,47.4974,-122.0107,50489,108,167,9944,47.467466,-122.779453,0,2,1,2019,23,31,1984,35,57.8653
8461,213,6,59.79,142,2,37.3304,-121.7913,973849,131,60,5633,37.75679,-121.623407,0,2,1,2019,23,31,1955,64,49.6693
8462,558,6,69.0,54,2,36.4992,-120.0936,123,41,35,11224,36.931399,-119.12083,0,2,1,2019,23,36,1973,46,99.1353
8463,368,1,23.71,116,11,48.8878,-118.2105,149,139,119,3314,48.281113,-119.026781,0,2,1,2019,23,42,1978,41,90.3101
8464,581,6,50.96,65,6,39.1412,-94.3515,123373,57,160,14032,39.728784,-93.49938,0,2,1,2019,23,42,1992,27,98.1025
8465,28,0,22.05,72,6,38.9621,-94.5959,545147,36,101,13550,38.421118,-94.352232,0,2,1,2019,23,46,1987,32,63.7635
8466,197,7,21.23,58,7,41.6414,-96.5232,1745,49,152,10259,41.436458,-96.83658,0,2,1,2019,23,46,1973,46,34.6355
8467,88,3,32.31,133,6,37.3272,-91.0243,241,81,159,6895,36.88722,-91.047508,0,3,1,2019,0,0,1974,45,48.9668
8468,32,12,3.46,139,2,38.6865,-121.3494,757530,137,108,8679,39.452521,-121.085829,0,3,1,2019,0,4,1966,53,88.1644
8469,43,2,48.24,170,7,41.4193,-99.3844,73,116,48,2737,42.108453,-99.079365,0,3,1,2019,0,4,1935,84,80.6985
8470,590,2,58.93,158,10,38.9999,-109.615,46,141,128,8022,38.388064,-109.562446,0,3,1,2019,0,7,1987,32,68.1858
8471,86,4,115.87,54,2,36.4992,-120.0936,123,41,35,13973,37.395393,-120.020223,0,3,1,2019,0,9,1973,46,99.8652
8472,243,2,52.5,157,11,47.2271,-117.0819,895,29,183,6511,48.143626,-117.828345,0,3,1,2019,0,14,1999,20,116.2244
8473,632,3,41.51,8,9,45.8289,-118.4971,1302,38,100,4591,45.024847,-119.343847,0,3,1,2019,0,18,1976,43,111.174
8474,63,9,658.19,84,12,41.4247,-105.4781,35371,112,11,4934,40.997417,-105.557407,0,3,1,2019,0,27,1988,31,47.9726
8475,147,4,168.86,100,5,43.6498,-116.4306,84106,80,53,11864,44.196838,-116.890114,0,3,1,2019,0,39,1971,48,71.0944
8476,545,12,4.18,73,9,45.0838,-120.6649,60,97,13,7423,45.035844,-121.475257,0,3,1,2019,0,54,1942,77,63.8718
8477,622,2,72.95,54,2,36.4992,-120.0936,123,41,35,6877,35.829606,-119.563658,0,3,1,2019,0,57,1973,46,88.3559
8478,82,9,136.83,160,6,40.4815,-92.9951,3805,82,77,14217,39.513101,-92.748525,0,3,1,2019,0,57,1950,69,109.7103
8479,459,4,162.39,107,2,38.4549,-122.2564,94014,6,120,6959,38.798232,-121.447119,0,3,1,2019,1,2,1985,34,79.998
8480,146,4,145.34,103,11,47.4852,-120.4158,584,94,112,883,46.938173,-119.582122,0,3,1,2019,1,16,1969,50,87.5502
8481,285,2,59.4,161,6,39.7417,-93.6289,271,84,96,13875,40.2437,-93.130816,0,3,1,2019,1,22,1972,47,70.1159
8482,463,2,84.74,18,6,40.029,-93.1607,602,37,71,1694,39.323273,-93.980087,0,3,1,2019,1,24,1954,65,105.2398
8483,59,8,2.27,155,7,41.1558,-101.136,1789,79,54,3069,41.518505,-100.444741,0,3,1,2019,1,32,1982,37,70.4079
8484,87,4,98.65,40,3,39.7532,-105.6356,565,95,157,1724,39.165534,-105.414373,0,3,1,2019,1,52,1978,41,68.0495
8485,244,9,108.19,72,6,38.9621,-94.5959,545147,36,101,5893,39.49615,-94.614274,0,3,1,2019,1,55,1987,32,59.4047
8486,670,12,6.98,126,2,38.046,-122.1866,198,9,180,13984,38.826602,-122.675139,0,3,1,2019,2,14,1959,60,96.6674
8487,273,2,69.19,157,11,47.2271,-117.0819,895,29,183,12563,46.273786,-117.40189,0,3,1,2019,2,15,1999,20,108.7708
8488,625,2,74.27,97,6,39.7795,-93.3014,964,157,132,2928,39.440185,-93.093834,0,3,1,2019,2,18,1974,45,41.71
8489,229,2,67.31,148,9,42.825,-124.4409,217,128,6,2308,43.614959,-124.222756,0,3,1,2019,2,28,1928,91,89.6002
8490,530,3,88.29,153,2,33.7467,-117.1721,54287,39,125,4175,33.583248,-117.437438,0,3,1,2019,2,30,1972,47,30.5506
8491,439,3,66.06,42,9,44.0385,-123.0614,191096,134,30,7862,43.16226,-122.535269,0,3,1,2019,2,46,1964,55,106.2451
8492,103,2,126.63,48,9,43.7857,-124.1437,260,55,4,8877,43.587081,-124.667202,0,3,1,2019,2,51,1956,63,47.5359
8493,341,12,8.13,48,9,43.7857,-124.1437,260,55,4,417,43.006366,-124.511337,0,3,1,2019,3,2,1956,63,91.6072
8494,539,3,53.23,2,12,44.6873,-104.4414,110,2,81,5573,44.275329,-104.480939,0,3,1,2019,3,3,1973,46,45.9164
8495,498,2,93.89,46,12,43.0172,-111.0292,471,45,10,13543,43.353287,-110.55692,0,3,1,2019,3,17,1967,52,53.5051
8496,372,11,1.43,66,2,33.7163,-116.3381,4677,86,32,617,33.902045,-115.835477,0,3,1,2019,3,20,1955,64,50.8239
8497,328,4,84.82,147,9,44.453,-123.1065,917,122,41,2703,43.509941,-123.832092,0,3,1,2019,3,32,1995,24,119.8604
8498,430,11,2.96,61,1,34.5189,-112.2523,1179,26,111,12654,34.137921,-111.611563,0,3,1,2019,3,38,1955,64,72.5007
8499,147,4,119.8,14,6,38.5319,-93.9221,467,5,153,4664,39.139861,-94.200313,0,3,1,2019,3,43,1950,69,71.7685
8500,615,9,4.15,121,3,39.5102,-104.7216,84861,93,49,8247,39.466674,-103.819072,0,3,1,2019,3,44,1932,87,77.6012
8501,595,0,8.77,42,9,44.0385,-123.0614,191096,134,30,116,44.42574,-124.028817,0,3,1,2019,3,50,1964,55,88.2885
8502,631,3,51.21,81,9,45.4093,-122.6847,42817,113,164,4178,44.933199,-123.542289,0,3,1,2019,3,51,1982,37,85.5689
8503,208,2,48.95,136,6,38.2911,-92.7059,1847,146,151,275,38.760487,-92.107248,0,3,1,2019,4,10,1988,31,73.7302
8504,321,2,60.1,86,8,36.1486,-105.6648,247,8,136,13536,35.578386,-104.915304,0,3,1,2019,4,11,1961,58,92.6376
8505,570,4,102.42,111,7,41.4972,-98.7858,509,104,78,6081,41.259743,-97.796402,0,3,1,2019,4,12,1980,39,86.6708
8506,557,11,32.62,159,2,38.2427,-122.9145,337,107,26,3161,38.846913,-122.157372,0,3,1,2019,4,13,1954,65,94.0713
8507,607,2,51.48,124,1,33.8155,-112.1202,1312922,35,179,1061,33.057957,-111.139554,0,3,1,2019,4,19,1999,20,123.9976
8508,280,3,59.55,0,8,35.1506,-106.569,641349,24,55,9824,35.841837,-107.291472,0,3,1,2019,4,31,1976,43,100.9231
8509,285,2,63.91,163,7,42.8062,-100.6215,4005,103,75,4345,43.239699,-100.069799,0,3,1,2019,4,33,1945,74,65.8401
8510,656,12,5.03,160,6,40.4815,-92.9951,3805,82,77,1057,41.384988,-93.797581,0,3,1,2019,5,0,1950,69,120.9832
8511,232,3,68.14,160,6,40.4815,-92.9951,3805,82,77,11679,39.991386,-92.117676,0,3,1,2019,5,3,1950,69,92.2883
8512,302,8,9.44,33,11,48.34,-122.3456,85,124,5,9350,47.5082,-122.646146,0,3,1,2019,5,6,1984,35,95.1643
8513,428,4,128.33,101,5,44.6255,-116.4493,129,17,79,4727,44.094731,-116.074905,0,3,1,2019,5,17,1965,54,66.0993
8514,82,9,25.88,55,8,32.9396,-105.8189,899,102,175,8956,33.525129,-106.302735,0,3,1,2019,5,24,1967,52,79.1461
8515,429,12,2.89,22,6,39.2048,-94.0259,464,30,163,1113,39.18243,-94.521813,0,3,1,2019,5,33,1959,60,42.8089
8516,379,8,8.51,58,7,41.6414,-96.5232,1745,49,152,10670,42.314234,-95.567725,0,3,1,2019,5,46,1973,46,108.79
8517,363,3,56.99,85,3,39.5994,-105.0044,320420,160,184,10348,39.870982,-105.407093,0,3,1,2019,5,51,1975,44,45.8002
8518,570,4,62.82,118,4,20.0271,-155.3697,1490,135,65,13302,19.453627,-154.986624,0,3,1,2019,6,16,1991,28,75.3239
8519,494,4,128.15,86,8,36.1486,-105.6648,247,8,136,1648,36.233425,-105.231913,0,3,1,2019,6,24,1961,58,39.976
8520,386,11,69.94,126,2,38.046,-122.1866,198,9,180,7299,37.862728,-122.365503,0,3,1,2019,6,25,1959,60,25.7166
8521,103,2,72.66,18,6,40.029,-93.1607,602,37,71,8923,39.213579,-93.297576,0,3,1,2019,6,42,1954,65,91.4254
8522,105,11,18.84,25,2,40.507,-123.9743,1139,156,74,13031,40.045775,-124.323102,0,3,1,2019,6,53,1951,68,59.21
8523,269,8,88.09,69,9,42.8801,-117.281,641,42,141,11085,42.650784,-116.478772,0,3,1,2019,6,58,1993,26,70.2766
